file,emotion,intensity,statement,repitition,actor
03-01-05-02-02-01-13.wav,angry,high,Dogs are sitting by the door,01,13
03-01-01-01-02-01-13.wav,neutral,high,Dogs are sitting by the door,01,13
03-01-03-02-02-01-13.wav,happy,high,Dogs are sitting by the door,01,13
03-01-04-02-01-01-13.wav,sad,high,Kids are talking by the door,01,13
03-01-03-02-01-01-13.wav,happy,high,Kids are talking by the door,01,13
03-01-07-02-02-01-13.wav,disgust,high,Dogs are sitting by the door,01,13
03-01-05-02-01-01-13.wav,angry,high,Kids are talking by the door,01,13
03-01-06-02-01-01-13.wav,fearful,high,Kids are talking by the door,01,13
03-01-01-01-01-01-13.wav,neutral,high,Kids are talking by the door,01,13
03-01-07-02-01-01-13.wav,disgust,high,Kids are talking by the door,01,13
03-01-07-02-01-01-07.wav,disgust,high,Kids are talking by the door,01,07
03-01-05-02-01-01-07.wav,angry,high,Kids are talking by the door,01,07
03-01-05-02-02-01-07.wav,angry,high,Dogs are sitting by the door,01,07
03-01-06-02-02-01-07.wav,fearful,high,Dogs are sitting by the door,01,07
03-01-06-02-01-01-07.wav,fearful,high,Kids are talking by the door,01,07
03-01-04-02-02-01-07.wav,sad,high,Dogs are sitting by the door,01,07
03-01-03-02-01-01-07.wav,happy,high,Kids are talking by the door,01,07
03-01-07-02-02-01-07.wav,disgust,high,Dogs are sitting by the door,01,07
03-01-03-02-02-01-07.wav,happy,high,Dogs are sitting by the door,01,07
03-01-04-02-01-01-07.wav,sad,high,Kids are talking by the door,01,07
03-01-01-01-01-01-07.wav,neutral,high,Kids are talking by the door,01,07
03-01-01-01-02-01-07.wav,neutral,high,Dogs are sitting by the door,01,07
03-01-07-02-01-01-05.wav,disgust,high,Kids are talking by the door,01,05
03-01-06-02-02-01-05.wav,fearful,high,Dogs are sitting by the door,01,05
03-01-07-02-02-01-05.wav,disgust,high,Dogs are sitting by the door,01,05
03-01-05-02-02-01-05.wav,angry,high,Dogs are sitting by the door,01,05
03-01-01-01-01-01-05.wav,neutral,high,Kids are talking by the door,01,05
03-01-03-02-01-01-05.wav,happy,high,Kids are talking by the door,01,05
03-01-04-02-01-01-05.wav,sad,high,Kids are talking by the door,01,05
03-01-05-02-01-01-05.wav,angry,high,Kids are talking by the door,01,05
03-01-04-02-02-01-05.wav,sad,high,Dogs are sitting by the door,01,05
03-01-06-02-01-01-05.wav,fearful,high,Kids are talking by the door,01,05
03-01-01-01-02-01-05.wav,neutral,high,Dogs are sitting by the door,01,05
03-01-03-02-02-01-05.wav,happy,high,Dogs are sitting by the door,01,05
03-01-01-01-01-01-06.wav,neutral,high,Kids are talking by the door,01,06
03-01-03-02-02-01-06.wav,happy,high,Dogs are sitting by the door,01,06
03-01-03-02-01-01-06.wav,happy,high,Kids are talking by the door,01,06
03-01-05-02-02-01-06.wav,angry,high,Dogs are sitting by the door,01,06
03-01-04-02-01-01-06.wav,sad,high,Kids are talking by the door,01,06
03-01-07-02-02-01-06.wav,disgust,high,Dogs are sitting by the door,01,06
03-01-05-02-01-01-06.wav,angry,high,Kids are talking by the door,01,06
03-01-07-02-01-01-06.wav,disgust,high,Kids are talking by the door,01,06
03-01-06-02-02-01-06.wav,fearful,high,Dogs are sitting by the door,01,06
03-01-04-02-02-01-06.wav,sad,high,Dogs are sitting by the door,01,06
03-01-01-01-02-01-06.wav,neutral,high,Dogs are sitting by the door,01,06
03-01-06-02-01-01-06.wav,fearful,high,Kids are talking by the door,01,06
03-01-01-01-02-01-19.wav,neutral,high,Dogs are sitting by the door,01,19
03-01-05-02-02-01-19.wav,angry,high,Dogs are sitting by the door,01,19
03-01-06-02-02-01-19.wav,fearful,high,Dogs are sitting by the door,01,19
03-01-06-02-01-01-19.wav,fearful,high,Kids are talking by the door,01,19
03-01-01-01-01-01-19.wav,neutral,high,Kids are talking by the door,01,19
03-01-04-02-01-01-19.wav,sad,high,Kids are talking by the door,01,19
03-01-07-02-02-01-19.wav,disgust,high,Dogs are sitting by the door,01,19
03-01-07-02-01-01-19.wav,disgust,high,Kids are talking by the door,01,19
03-01-05-02-01-01-19.wav,angry,high,Kids are talking by the door,01,19
03-01-03-02-01-01-19.wav,happy,high,Kids are talking by the door,01,19
03-01-03-02-02-01-19.wav,happy,high,Dogs are sitting by the door,01,19
03-01-04-02-02-01-19.wav,sad,high,Dogs are sitting by the door,01,19
03-01-05-02-01-01-12.wav,angry,high,Kids are talking by the door,01,12
03-01-06-02-02-01-12.wav,fearful,high,Dogs are sitting by the door,01,12
03-01-07-02-02-01-12.wav,disgust,high,Dogs are sitting by the door,01,12
03-01-05-02-02-01-12.wav,angry,high,Dogs are sitting by the door,01,12
03-01-04-02-01-01-12.wav,sad,high,Kids are talking by the door,01,12
03-01-01-01-01-01-12.wav,neutral,high,Kids are talking by the door,01,12
03-01-03-02-01-01-12.wav,happy,high,Kids are talking by the door,01,12
03-01-06-02-01-01-12.wav,fearful,high,Kids are talking by the door,01,12
03-01-04-02-02-01-12.wav,sad,high,Dogs are sitting by the door,01,12
03-01-01-01-02-01-12.wav,neutral,high,Dogs are sitting by the door,01,12
03-01-07-02-01-01-12.wav,disgust,high,Kids are talking by the door,01,12
03-01-03-02-02-01-12.wav,happy,high,Dogs are sitting by the door,01,12
03-01-06-02-02-01-24.wav,fearful,high,Dogs are sitting by the door,01,24
03-01-01-01-01-01-24.wav,neutral,high,Kids are talking by the door,01,24
03-01-05-02-01-01-24.wav,angry,high,Kids are talking by the door,01,24
03-01-04-02-02-01-24.wav,sad,high,Dogs are sitting by the door,01,24
03-01-07-02-02-01-24.wav,disgust,high,Dogs are sitting by the door,01,24
03-01-03-02-02-01-24.wav,happy,high,Dogs are sitting by the door,01,24
03-01-04-02-01-01-24.wav,sad,high,Kids are talking by the door,01,24
03-01-07-02-01-01-24.wav,disgust,high,Kids are talking by the door,01,24
03-01-05-02-02-01-24.wav,angry,high,Dogs are sitting by the door,01,24
03-01-06-02-01-01-24.wav,fearful,high,Kids are talking by the door,01,24
03-01-01-01-02-01-24.wav,neutral,high,Dogs are sitting by the door,01,24
03-01-03-02-01-01-24.wav,happy,high,Kids are talking by the door,01,24
03-01-06-02-02-01-11.wav,fearful,high,Dogs are sitting by the door,01,11
03-01-01-01-01-01-11.wav,neutral,high,Kids are talking by the door,01,11
03-01-07-02-01-01-11.wav,disgust,high,Kids are talking by the door,01,11
03-01-03-02-02-01-11.wav,happy,high,Dogs are sitting by the door,01,11
03-01-04-02-01-01-11.wav,sad,high,Kids are talking by the door,01,11
03-01-06-02-01-01-11.wav,fearful,high,Kids are talking by the door,01,11
03-01-04-02-02-01-11.wav,sad,high,Dogs are sitting by the door,01,11
03-01-05-02-01-01-11.wav,angry,high,Kids are talking by the door,01,11
03-01-01-01-02-01-11.wav,neutral,high,Dogs are sitting by the door,01,11
03-01-03-02-01-01-11.wav,happy,high,Kids are talking by the door,01,11
03-01-05-02-02-01-11.wav,angry,high,Dogs are sitting by the door,01,11
03-01-07-02-02-01-11.wav,disgust,high,Dogs are sitting by the door,01,11
03-01-01-01-02-01-04.wav,neutral,high,Dogs are sitting by the door,01,04
03-01-04-02-02-01-04.wav,sad,high,Dogs are sitting by the door,01,04
03-01-07-02-01-01-04.wav,disgust,high,Kids are talking by the door,01,04
03-01-03-02-02-01-04.wav,happy,high,Dogs are sitting by the door,01,04
03-01-01-01-01-01-04.wav,neutral,high,Kids are talking by the door,01,04
03-01-06-02-01-01-04.wav,fearful,high,Kids are talking by the door,01,04
03-01-05-02-01-01-04.wav,angry,high,Kids are talking by the door,01,04
03-01-07-02-02-01-04.wav,disgust,high,Dogs are sitting by the door,01,04
03-01-05-02-02-01-04.wav,angry,high,Dogs are sitting by the door,01,04
03-01-03-02-01-01-04.wav,happy,high,Kids are talking by the door,01,04
03-01-04-02-01-01-04.wav,sad,high,Kids are talking by the door,01,04
03-01-06-02-02-01-04.wav,fearful,high,Dogs are sitting by the door,01,04
